Domain,Company,company_clean,public_emails_clean,Industry Groups,Employees,City,State,Country,Description,Plan,Revenue Est Monthly,Store Age Years,Product Count,App Spend Mo,Key Apps,Tech Stack,Trustpilot Rating,Trustpilot Reviews,Migrated From,Social Followers,Features,segment,query_name,ingested_at,Source,MV P0,BB,Final Email,Status,Israeli DTC Shopify 10k+ - Contacts - 2026-07-19
adibakshi.co.il,adibakshi.co.il,adibakshi.co.il,info@adibakshi.com,/Beauty & Fitness/Face & Body Care,,Tel Aviv-Yafo,Tel Aviv District,IL,"האתר הרשמי של עדי בקשי. קולקציית פאוצ׳ים לנשים, צעיפים מיוחדים, מפות שולחן וארנקים בעיצוב ישראלי ובעבודת יד. מחפשת מתנה מקורית ומרגשת? הזמיני אונליין עם משלוח מהיר ואריזה מושלמת. באתר תמצאי גם: תיקי דרכונים, נרתיקי משקפיים, סינרי הנקה וסרטים לשיער.",,16651,8.1,894,54,"Accessibly, Customily Product Personalizer, Nova: GDPR Cookie Consent, Loox ‑ Product Reviews App, Mailchimp Email SMS Marketing","Arrive, Cloudflare, Cloudflare CDN, Customily, Facebook Pixel",,,,PIN 242,"Shopify Online Store 2.0, New Shopify Checkout (2022), Accepts Gift Cards, Contact Page, Tracking or Returns",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,
sofi-design.co.il,sofi design,sofi design,"sofi@sofi-design.co.il, sofidesignshop@gmail.com",/Arts & Entertainment/Visual Art & Design/Design,,Tel Aviv-Yafo,Tel Aviv District,IL,"חברת סופי היא היבואנית והמפיצה הבלעדית של חברות עיצוב מובילות מאירופה-, Rice Dk הידועה במוצרי המלמין האיכותיים והצבעוניים והסלים בעבודות יד, Kitsch Kitchen NL ועוד.",,19735,5.5,497,49,"Free Shipping Bear, Twik Personalization","Arrive, Cloudflare, Cloudflare CDN, Flashy, Google Ads Pixel",,,,,"New Shopify Checkout (2022), Accepts Gift Cards, Tracking or Returns, Tracking Page, Has Blog",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,
dandasha.co.il,Dandasha דנדשה,Dandasha דנדשה,"infodandasha@s-tov.org.il, https://www.youtube.com/@reshet_dandasha, https://www.tiktok.com/@reshet.dandasha",/Apparel,,,,IL,"אופנה שעושה טוב לחברה — אתן נשים שאכפת להן מהסביבה. תעשיית האופנה היא הגורם השני בחשיבותו לזיהום סביבתי. היכנסי לאתר ובחרי ממגוון המותגים. כל הבגדים עוברים מיון ונבחרים בקפידה. אז אין ממה לחשוש. חברתית. נגישה. אקולוגית. סגנונות: חולצות, מכנסיים, שמלות וחצאיות, ג'קטים ומעילים, בגדי ספורט, תיקים וארנקים, נעליים.",,30651,3.6,6059,,"AC ‑ Accessibility Toolkit, Matat Announcement bar, Microsoft Clarity: AI Insights, Omnisend Email Marketing & SMS, Pulseem","Arrive, Cloudflare, Cloudflare CDN, Facebook Pixel, Google Ads Pixel",,,custom (2026),,"Contact Page, Shopify Online Store 2.0, New Shopify Checkout (2022), Brands Page, Has Blog",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,"netateretzdandasha.co.il,avitaltabordandasha.co.il,zviadagandandasha.co.il"
2sis.co.il,2sis.co.il,2sis.co.il,"2sisltd@gmail.com, 2sis@gmail.com",/Apparel/Women's Clothing | /Apparel,,Tel Aviv-Yafo,Tel Aviv District,IL,"גזרות נקיות ובדים איכותיים שיגרמו לנו להרגיש בבית... ושידגישו את כל היופי שיוצא מאתנו כשנעים ונוח לנו, כאלה שילוו אותנו מהקפה הראשון של הבוקר ועד הדרינק של הערב.",,15212,8.7,370,108,"Shopacado ‑ Volume Discounts, FORTVISION, FoxKit: Upsell & Bundles App, GLO Color Swatch Variant Image, Instafeed ‑ Instagram Feed","Arrive, Cloudflare, Cloudflare CDN, Facebook Pixel, Google Ads Pixel",,,,,"Contact Page, Shopify Online Store 2.0, New Shopify Checkout (2022), Accepts Gift Cards, Tracking or Returns",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,
karen-shavit.com,karen-shavit.com,karen-shavit.com,hello@karen-shavit.com,/Apparel/Women's Clothing | /Apparel,,Gvat,North District,IL,"קרן שביט - טוב ויפה | בית אופנה ולייפסטייל לנשים בקשת מידות רחבה. שמלות, אקססוריז, גלביה, ג׳ינס, אוברולים, נעליים, תכשיטים, עיצוב הבית, מתנות, בכל צבעי הקשת וכל המידות. בגדי איכות, מידות גדולות, שמלות מעצבת, 100% כותנה.",,16035,9.6,256,176,"CAPI Facebook Pixel Meta API, Kiwi Size Chart & Recommender, Metorik: Analytics & Reports, Poptin Exit Popup Email Pop Up, Releasit COD Form & Upsells","Arrive, Cloudflare, Cloudflare CDN, Flashy, Google Tag Manager",,,,,"Shopify Online Store 2.0, New Shopify Checkout (2022), Accepts Gift Cards, Contact Page, Tracking or Returns",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,
shopvolver.com,www.shopvolver.com,www.shopvolver.com,"support@shopvolver.com, https://www.tiktok.com/@volver_shop, info@shopvolver.com",/Apparel | /Apparel/Clothing Accessories,,Tel Aviv-Yafo,Tel Aviv District,IL,"בוולוור תמצאי תיקים, אקססוריז ובגדי יוקרה וינטג' ממותגי על כמו שאנל, לואי ויטון וגוצ'י. 100% מקוריות, קנייה מאובטחת, 12 תשלומים ללא ריבית ושירות ללא תחרות. הפריטים הכי יפים בחווית שירות הכי אישית ומדוייקת שיש",,40754,3.8,786,58,"Avada Boost Sales Trust Badges, Avada GDPR Cookies Consent, Avada AI SEO Image Optimizer, Shopify Inbox, Judge.me Product Reviews App","Arrive, Cloudflare, Cloudflare CDN, Facebook Pixel, Flashy",,,,TT 343,"Shopify Online Store 2.0, New Shopify Checkout (2022), Accepts Gift Cards, Contact Page, Tracking or Returns",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,"shaharalhanatishopvolver.com,sapirelimelechshopvolver.com,danazikrishopvolver.com,alhanatishopvolver.com"
lorens.co.il,lorens.co.il,lorens.co.il,"support@lorens.co.il, https://www.tiktok.com/@lorens_il",/People & Society/Family & Relationships/Family,,Holon,Center District,IL,"בלורנס יש לנו משימה ופתרון: להעניק לתינוקות שלכם את המוצרים המתאימים ביותר. בסטודיו שלנו, כל עיצוב מוקפד תוך שימוש באיכות ואסתטיקה. כל קולקציה מגיעה עם רקע של עבודה רבה, מחקר עמוק, וכבוד לפרטים הקטנים שהם כל כך חשובים. בואו להתרגש עם כל פריט שלנו, לחלום עם הקולקציות המגוונות, ולהרגיש שהבייבי שלכם מקבל את המיטב - כי כך",,26981,5.5,279,182,"ADA Accessibility Widget by AP, Accessibly, Preorder, Back In Stock ‑ STOQ, Essential Countdown Timer Bar, GOAFFPRO ‑ Affiliate Marketing","Arrive, Cloudflare, Cloudflare CDN, Facebook Pixel, Flashy",,,woocommerce (2024),TT 81,"Shopify Online Store 2.0, New Shopify Checkout (2022), Accepts Gift Cards, Contact Page, Tracking or Returns",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,
houseofbrecho.com,House of Brechó,House of Brechó,shophouseofbrecho@gmail.com,/Apparel,,Alonei Abba,North District,IL,House of Brechó,,32377,4.0,774,,"Discounty: Bulk Discount Sales, Beast Currency Converter, BOGOS: Free Gift Bundle Upsell, Optionize Product Options, Unlimited Bundles & Discounts","Apple Pay, Arrive, Cloudflare, Cloudflare CDN, Google Pay",,,,,"Shopify New Customer Accounts, Cryptocurrency Messaging, Shopify Online Store 2.0, New Shopify Checkout (2022), Accepts Gift Cards",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,
ofekwertman.co.il,ofekwertman.co.il,ofekwertman.co.il,ofekwertman@gmail.com,/Gifts & Special Events,,Giv'atayim,Tel Aviv District,IL,"סטודיו אופק עיצוב ישראלי מציע מתנות ישראליות מקוריות ומזכרות מיוחדות לחו""ל תוצרת ישראל. בקרו באתר לצפייה וביצוע הזמנה, התקשרו 0544989773 ההחשמל 7 ת""א",,17062,8.6,2520,15,"Easy Bundle Builder Bundle App, Cartix Cart Discount + Upsell, Google Reviews by Reputon, Instafeed ‑ Instagram Feed, Socialwidget ‑ Instagram Feed","Arrive, Cloudflare, Cloudflare CDN, Facebook Pixel, Google Ads Pixel",,,,PIN 31,"Shopify Online Store 2.0, New Shopify Checkout (2022), Has Blog",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,
addagems.com,ADDA gems 🌎 Worldwide,ADDA gems 🌎 Worldwide,https://www.youtube.com/@adda_gems,/Apparel/Clothing Accessories,,Tel Aviv-Yafo,Tel Aviv District,IL,ADDA gems 🌎 Worldwide,,12129,4.3,632,15,"BUCKS Currency Converter PRO++, Scrolly: Scroll To Top Button, SendWILL Popup Email Marketing, Essent Preorder Back in Stock, A&D: Scheduled Gift Cards","Arrive, Cloudflare, Cloudflare CDN, Klaviyo, PayPal Express Checkout",,,wix (2025),,"Shopify Online Store 2.0, International Shipping, New Shopify Checkout (2022), Accepts Gift Cards, Contact Page",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,
rollmarket.co.il,rollmarket.co.il,rollmarket.co.il,office@rollmarket.co.il,/Business & Industrial/Packaging,,Yavne,Center District,IL,"רול מרקט — מוצרי חד-פעמי, אריזות, נייר וניקיון לעסקים ולבית במחירי סיטונאות. מגוון ענק, מלאי זמין ומשלוח מהיר לכל הארץ. הזמינו אונליין עכשיו!",Shopify Plus,17885,6.1,948,62,"Shopify Checkout Blocks, Consentmo GDPR Compliance, Judge.me Product Reviews App, Kickflip product configurators, Users Insights & Social Login","Arrive, Cloudflare, Cloudflare CDN, Flashy, Google Ads Pixel",,,,,"Shopify Online Store 2.0, Product Page Video Tag, New Shopify Checkout (2022), Contact Page, Tracking or Returns",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,
elysium-baby.com,elysium-baby.com,elysium-baby.com,info@elysiumbaby.com,/Home & Garden/Nursery & Playroom | /People & Society/Family & Relationships/Family,,Rosh Haayin,Center District,IL,"ברוכים הבאים לאליסיום בייבי, עולם של מוצרים טבעיים ואורגניים לתינוקות, בטוחים לשימוש ומיוצרים באהבה בישראל. מארזי לידה, טיפוח והיגיינה, תרסיסים אקולוגיים ועוד. כל מה שצריך לבריאות, רוך ואיכות הבייבי שלכם.",,16035,6.2,159,29,"ADA Accessibility Widget by AP, AdScale AI Ads Meta/Google Ads, Tapita AI SEO Optimizer, Speed, Klaviyo: Email Marketing & SMS, Kwik COD & Checkout","Arrive, Cloudflare, Cloudflare CDN, Facebook Pixel, Flashy",,,wix (2020),,"Shopify Online Store 2.0, New Shopify Checkout (2022), Accepts Gift Cards, Contact Page, Tracking or Returns",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,
maymashiah.com,May Mashiah,May Mashiah,customercare@maymashiah.com,/Apparel/Women's Clothing,,Ramat Gan,Tel Aviv District,IL,May Mashiah,,10073,3.9,62,,"Restock & Back In Stock Alerts, BUCKS Currency Converter PRO++, Judge.me Product Reviews App, Klaviyo: Email Marketing & SMS, Microsoft Clarity: AI Insights","Arrive, Cloudflare, Cloudflare CDN, Google Ads Pixel, Google Adsense",,,wix (2025),,"Shopify New Customer Accounts, Returns Page, Shopify Online Store 2.0, New Shopify Checkout (2022), Contact Page",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,
talkantero.com,KANTERO,KANTERO,"support@kanterobags.com, info@kanterobags.com",/Apparel,,Tel Aviv-Yafo,Tel Aviv District,IL,"מחפשת תיק לפטופ לנשים שלא מכביד? KANTERO תיקים טבעוניים, קלים ונוחים ליום שלם. מושלם לעבודה, לימודים וחיים בתנועה.",,15623,7.1,160,70,"AdScale AI Ads Meta/Google Ads, Also Bought CBB, Restock & Back In Stock Alerts, Fontify: Google & Custom Fonts, EG Auto Add to Cart Free Gift","Arrive, Cloudflare, Cloudflare CDN, Flashy, Google Ads Pixel",,,,,"Shopify Online Store 2.0, Product Page Video Tag, New Shopify Checkout (2022), Accepts Gift Cards, Has Blog",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,
sananes.co.il,SANANES – סננס,SANANES – סננס,"https://youtube.com/@sananesdeco7711, https://www.tiktok.com/@sananesdeco, sales@sananesdeco.com",/Home & Garden/Home Furnishings,,Ashkelon,South District,IL,סננס,,16035,7.9,1647,,"Assortion: Upsell & Bundles, Appointment Booking Cowlendar, SendWILL Popup Email Marketing, Powerful Contact Form Builder, Poptin Exit Popup Email Pop Up","Arrive, Cloudflare, Cloudflare CDN, Google Ads Pixel, Google Adsense",,,,TT 484,"Shopify New Customer Accounts, Shopify Online Store 2.0, New Shopify Checkout (2022), Contact Page, Has Blog",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,
lovie.shop,LOVIE,LOVIE,"https://www.tiktok.com/@studiolovie, info@lovie.shop",/Gifts & Special Events,,Herzliya,Tel Aviv District,IL,"כיסויים ושרשראות לטלפון במגה סטייל | חנות מתנות חלומית בעיצוב אישי | אביזרים לוהטים | משלוח חינם בהזמנות מעל 250 ש""ח! לחצו עכשיו >>",,23435,1.7,868,75,"AdScale AI Ads Meta/Google Ads, Back In Stock,Notify Me: Kbite, ChatBot by Text, Dondy: WhatsApp Marketing+Chat, iCart Cart Drawer Cart Upsell","Arrive, ChatBot, Cloudflare, Cloudflare CDN, Facebook Pixel",,,,TT 25,"Shopify Online Store 2.0, New Shopify Checkout (2022), Accepts Gift Cards, Contact Page, Tracking or Returns",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,
aztec.co.il,Aztec,Aztec,service@aztec.co.il,/Travel,,,,IL,"Aztec מלווה אתכם בכל מסלול עם ציוד מקצועי לטיולים, לשטח, ביגוד ואביזרים שישדרגו לכם כל חוויה. לאתר הרשמי.",,32090,2.2,364,,"Avada AI SEO Image Optimizer, Discounty: Bulk Discount Sales, Instafeed ‑ Instagram Feed, Microsoft Clarity: AI Insights, Product Reviews","Arrive, Cloudflare, Cloudflare CDN, Facebook Pixel, Flashy",,,woocommerce (2026),,"Shopify Online Store 2.0, New Shopify Checkout (2022), Contact Page, Tracking or Returns, Tracking Page",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,
swiftoptics.co.il,Swift Optics,Swift Optics,"https://www.tiktok.com/@swiftoptics, support@swiftoptics.co.il",/Apparel/Eyewear,,Qiryat Shemona,North District,IL,"Find the perfect snow, ski, outdoor and any other extreme eyewear at Swift Optics. מצא את משקפי הגוגלס שלך לסקי ספורט חוץ וכל משקפי אקסטרים אחרים המושלמים בסוויפט אופטיקס",,12334,3.3,40,105,"UpPromote Affiliate Marketing, Preorder, Back In Stock ‑ STOQ, qikify Upsell & Product Bundle, Booster Kit: Checkout Upsell, Carty: Add To Cart Button","Apple Pay, Arrive, Cloudflare, Cloudflare CDN, Facebook Pixel",4.6,156,,TT 20,"Shopify Online Store 2.0, Cryptocurrency Messaging, Product Page Video Tag, New Shopify Checkout (2022), Accepts Gift Cards",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,
isfar.co.il,www.isfar.co.il,www.isfar.co.il,https://www.tiktok.com/@isfar_consumer_product,/Computers/Game Systems & Consoles | /Games/Computer & Video Games,,Herzliya,Tel Aviv District,IL,ישפאר היבואן הרשמי בישראל למוצרי חשמל ואלקטרוניקה של המותגים Sony / Playstation / Lenco / Elica / Dragon הביטחון שבחרת נכון - לאתר הקטלוג אונליין »,,67119,7.3,659,10,"PageFly Landing Page Builder, Product Reviews, Brevo PushOwl: Email,Push,SMS, SC Store Locator & Google Maps, RP ProMap ‑ Store Locator","Arrive, Cloudflare, Cloudflare CDN, Facebook Pixel, Flashy",,,woocommerce (2023),,"Shopify New Customer Accounts, Store Locator Page, Warranty Page, Shopify Online Store 2.0, Has iOS App",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,gadronatisfar.co.il
zadokgold.com,ZadokGold,ZadokGold,"info@zadokgold.com, contact@zadokgold.com",/Apparel/Clothing Accessories,,Mevaseret Zion,,IL,"Artisan Gold Jewellery - Home of unique and beautiful gold jewellery that celebrates raw materials and ancient techniques. All of my pieces are handmade and crafted from genuine gold, silver and gemstones. Enjoy my selection of unique Wedding rings, Gold rings, Engagement rings, Gold Bracelets.",,32809,4.2,310,,"BUCKS Currency Converter PRO++, SendWILL Popup Email Marketing, Etsy Reviews Importer, Tapita AI SEO Optimizer, Speed, Shopify Inbox","Arrive, Cloudflare, Cloudflare CDN, Facebook Pixel, Google Ads Pixel",,,,PIN 43,"Shopify New Customer Accounts, FAQ Page, International Shipping, Shopify Online Store 2.0, New Shopify Checkout (2022)",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,
espressotime.online,EspressoTime.online,EspressoTime.online,espressotime2019@gmail.com,/Home & Garden/Home Appliances | /Home & Garden/Kitchen & Dining/Small Kitchen Appliances | /Food & Drink/Beverages/Coffee & Tea,,Ra'anana,Center District,IL,"חנות קפה מקוונת ישראלית המתמחה ב מכונות קפה אוטומטיות* ידניות ומקצועיות לבית, לעסק ולמשרד* החנות מציעה קפסולות קפה מקוריות ותואמות* 24\7 פולי קפה ואביזרים – במחירים הנמוכים ביותר בישראל. אספקה מהירה, שירות לקוחות* ומגוון רחב של מותגים מובילים. להזמנות: 050-343-6888<<<",,20886,7.3,214,10,"Analyzely ‑ Google Analytics 4, DSers: Dropship+AliExpress+AI, Ⓩ Facebook Pixel Tiktok Pixel, MailMunch, MetaShop: Instagram & Facebook","Arrive, Cloudflare, Cloudflare CDN, Facebook Pixel, Google Ads Pixel",,,,,"Shopify Online Store 2.0, New Shopify Checkout (2022)",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,erikgavrilovespressotime.online
collectie.co.il,www.collectie.co.il,www.collectie.co.il,"https://www.tiktok.com/@collectie_design, collectiestudio@gmail.com",/Arts & Entertainment/Visual Art & Design/Design,,Yokne'am Illit,North District,IL,"מותג עיצוב ישראלי המתאפיין בעיצוב בקווים נקיים, פונקציונלי ועל זמני. בקרו באתר לרכישת ריהוט ומוצרי עיצוב לבית, צפו בתמונות והזמינו אונליין.",,42358,9.3,96,84,"Amp: Back in Stock & PreOrder+, BixGrow Affiliate Marketing, Bundler ‑ Product Bundles App, Qikify Contact Form Builder, Trustindex ‑ Google Reviews","Afterpay, Arrive, Cloudflare, Cloudflare CDN, Contentsquare",,,,,"Shopify Online Store 2.0, New Shopify Checkout (2022), Accepts Gift Cards, Signature Required, Tracking or Returns",has_public,Israeli DTC Shopify 10k+,2026-07-19T19:48:56.962+03:00,Storeleads,,,,,
