Domain,query_name,segment,Name,company_clean,icp_fit,industry_groups,business_model,Score,similarity,revenue_range,employees,start_date,City,State,Country,phones,public_emails,description,batch_id,emails_ok_count,emails_catchall_count,contacts_with_ok,reachable_status,public_emails_clean,ingested_at,Final Email,MV,BB,Status
atyourserviceconcierge407.com,General Moving Companies in US / CA,has_public,At Your Service Concierge,At Your Service Concierge,partial,CONSUMER_SERVICES:0.99,"B2B:0.71, B2C:0.8",112,,<1M,1-10,2018-12-18,Orlando,FL,US,+14074929890,julie@atyourserviceconcierge407.com,"At Your Service Concierge is a personal assistant and concierge service that provides tailored assistance for individuals, families, corporate clients, and senior citizens. Their main offerings include household management, event planning, laundry services, grocery shopping, moving coordination, and travel arrangements such as airport shuttle services. The team focuses on simplifying life by managing various tasks, ensuring timely response times and personalized support for each client's needs.",moveplnr-2026-05-29-companies-batch3000-1,0,1,0,catchall_only,julie@atyourserviceconcierge407.com,2026-05-29,julie@atyourserviceconcierge407.com,catch_all,deliverable,done
organizeseniormoves.com,General Moving Companies in US / CA,has_public,Organize Senior Moves,Organize Senior Moves,partial,CONSUMER_SERVICES:1.0,"B2B:0.84, B2C:0.87",59,,1-10M,1-10,2020-08-28,Glenmont,NY,US,+15186216568,office.manager@organizeseniormoves.com,"Organize Senior Moves is a moving service that assists seniors in transitioning from private residences, assisted living facilities, and senior housing complexes. Their main functionalities include developing floor plans for new homes, organizing estate sales, coordinating the move, and providing support with various details related to packing, unpacking, and moving logistics. They aim to alleviate the stress of moving by offering compassionate care and expertise throughout the process.",moveplnr-2026-05-29-companies-batch3000-1,0,1,0,catchall_only,office.manager@organizeseniormoves.com,2026-05-29,office.manager@organizeseniormoves.com,catch_all,deliverable,done
franklinmovingservices.com,General Moving Companies in US / CA,has_public,Franklin Moving Services,Franklin Moving Services,yes,CONSUMER_SERVICES:0.99,"B2B:0.95, B2C:0.95",55,,1-10M,1-10,2023-04-13,San Francisco,CA,US,+14155734945,hello@franklinmovingservices.com,"Franklin Moving Services is a moving company based in San Francisco, California, offering a variety of moving solutions for both residential and commercial clients. Their services include residential moving, commercial moving, packing, unpacking, delivery, and junk removal. The team consists of experienced movers who manage all aspects of the moving process to ensure safe and efficient transportation and customer satisfaction. They also provide local delivery services and emphasize precision and",moveplnr-2026-05-29-companies-batch3000-1,0,1,0,catchall_only,hello@franklinmovingservices.com,2026-05-29,hello@franklinmovingservices.com,catch_all,deliverable,done
sortedcompany.com,General Moving Companies in US / CA,has_public,Sorted Home Organizing & Move Management,Sorted Home Organizing,partial,CONSUMER_SERVICES:1.0,B2C:0.93,43,,<1M,1-10,2022-04-29,"Bethel, Fairfield, Litchfield, & Westchester Counties",CT,US,+12036481074,katie@sortedcompany.com,"Sorted Home Organizing offers professional home and closet organizing and move management services in Connecticut and Westchester County. Their main functionality includes sorting, packing, staging, and unpacking belongings to create functional and efficient spaces for clients moving or selling homes. Key features include sustainable hauling and donation services, online and in-person consultations, and a focus on environmentally friendly practices such as recycling and donating of unwanted item",moveplnr-2026-05-29-companies-batch3000-1,0,1,0,catchall_only,katie@sortedcompany.com,2026-05-29,katie@sortedcompany.com,catch_all,deliverable,done
sherpamovingokc.com,General Moving Companies in US / CA,has_public,"Sherpa Moving and Storage, Inc.",Sherpa Moving and Storage,yes,CONSUMER_SERVICES:1.0,"B2B:0.99, B2C:0.96",219,,1-10M,1-10,2019-08-09,Edmond,OK,US,+14057248750,info@sherpamovingokc.com,"Sherpa Moving & Storage is a moving company based in Oklahoma City that offers residential and commercial moving services. They provide custom moving packages, including packing supplies and specialized handling for items like furniture and appliances. The company emphasizes customer service, offers free estimates, and employs trained moving crews to ensure efficient and safe moving experiences. They serve various communities in Oklahoma city and surrounding areas, focusing on personalized solut",moveplnr-2026-05-29-companies-batch3000-1,0,1,0,catchall_only,info@sherpamovingokc.com,2026-05-29,info@sherpamovingokc.com,catch_all,deliverable,done
simplysortedtx.com,General Moving Companies in US / CA,has_public,Simply Sorted,Simply Sorted,partial,CONSUMER_SERVICES:1.0,"B2B:0.55, B2C:0.92",100,,<1M,1-10,2021-04-02,Dallas,TX,US,+12142028062,info@simplysortedtx.com,"Simply Sorted is a home organization service that helps clients organize and maintain their spaces. They offer professional organizing services, including packing and unpacking for new homes, home staging for selling properties, and inventory management to track item availability and costs. Clients can choose between in-person consultations or virtual consultations to discuss their specific needs and goals. The team focuses on creating functional and organized environments tailored to individual",moveplnr-2026-05-29-companies-batch3000-1,0,1,0,catchall_only,info@simplysortedtx.com,2026-05-29,info@simplysortedtx.com,catch_all,deliverable,done
thebestmoversaround.com,General Moving Companies in US / CA,has_public,Smart Move,Smart Move,yes,CONSUMER_SERVICES:0.99,"B2B:0.72, B2C:0.93",71,,10-100M,11-50,2018-08-13,Wilson,NC,US,"+18003312601, +18884514797, +18884709321",customercareteam@thebestmoversaround.com,"Smart Move is a moving company that offers a range of services for residential and commercial relocations across six states in the United States. Their main functionalities include packing, transportation, storage solutions, and specialized moves such as senior moving and white glove moving. They provide transparent pricing with no hidden fees, ensuring clients receive tailored support throughout the moving process, including secure storage and safe loading of belongings. Smart Move emphasizes c",moveplnr-2026-05-29-companies-batch3000-1,0,1,0,catchall_only,customercareteam@thebestmoversaround.com,2026-05-29,customercareteam@thebestmoversaround.com,catch_all,deliverable,done
smallhaul.com,General Moving Companies in US / CA,has_public,Small Haul,Small Haul,yes,CONSUMER_SERVICES:1.0,"B2B:0.54, B2C:0.95",53,,10-100M,11-50,2019-03-16,Chicago,IL,US,"+13055032643, +16176225972, +16177773626, +17034407476, +17207042525, +17738396949","miami@smallhaul.com, boston@smallhaul.com, chicago@smallhaul.com, dmv@smallhaul.com, colorado@smallhaul.com","Small Haul is a moving service that offers a range of moving solutions across various locations in the United States, including Boston, Colorado, Miami, Washington D.C., Chicago, and Providence. Their main services include local moves, long-distance travel, student storage, and Junk Removal, all provided by locally owned and operated branches. Customers can easily obtain quotes online, book their move needs through a simple online booking process, which includes quoting, scheduling, and pre-move",moveplnr-2026-05-29-companies-batch3000-1,0,5,0,catchall_only,"boston@smallhaul.com, chicago@smallhaul.com, colorado@smallhaul.com, dmv@smallhaul.com, miami@smallhaul.com",2026-05-29,boston@smallhaul.com,catch_all,deliverable,done
fargovanlines.com,General Moving Companies in US / CA,has_public,Fargo Van Lines,Fargo Van Lines,yes,CONSUMER_SERVICES:1.0,"B2B:0.99, B2C:0.96",32,,1-10M,1-10,2021-09-04,El Dorado Hills,CA,US,+18003994210,info@fargovanlines.com,"Fargo Van Lines is a moving service provider that offers both residential and commercial moves. They provide full-service moving solutions, including packing, loading, transporting, and unpacking of belongings for long-distance moves. The company emphasizes customer support through 24/7 customer service and has an art storage facility tailored to client needs. Their team consists of skilled professionals dedicated to delivering efficient and professional moving experiences.",moveplnr-2026-05-29-companies-batch3000-1,0,1,0,catchall_only,info@fargovanlines.com,2026-05-29,info@fargovanlines.com,catch_all,deliverable,done
twinsmovingservice.com,General Moving Companies in US / CA,has_public,Twins Moving Service,Twins Moving Service,yes,CONSUMER_SERVICES:0.99,"B2B:0.65, B2C:0.96",35,,1-10M,1-10,2023-07-18,Fairfield,NJ,US,+12012347019,customer.support@twinsmovingservice.com,"Twins Moving Service is a family-owned moving company based in New Jersey that offers residential and commercial moving services. They provide personalized moving solutions, including furniture assembly, storage, and repairs for items like glass doors and furniture. The service emphasizes transparent pricing with no hidden fees and aims to ensure a smooth move experience for clients throughout New Jersey. Their team consists of fully insured and licensed movers who prioritize customer care and s",moveplnr-2026-05-29-companies-batch3000-1,0,1,0,catchall_only,customer.support@twinsmovingservice.com,2026-05-29,customer.support@twinsmovingservice.com,catch_all,deliverable,done
adlermovingco.com,General Moving Companies in US / CA,has_public,Adler Moving Company L.L.C.,Adler Moving Company,yes,CONSUMER_SERVICES:1.0,"B2B:0.96, B2C:0.98",365,,1-10M,11-50,2016-10-18,Pottsboro,TX,US,+19036479378,info@adlermovingco.com,"Adler Moving Company L.L.C. offers moving services for both residential and commercial clients in Texas. Their main functionalities include packing, unpacking, and storage solutions tailored to various moving needs such as local, long-distance, and small moves. Key features include a trained team of professionals, a variety of storage options, and a focus on customer satisfaction with no hidden fees. The company serves multiple locations including Pottsboro, Denison, Sherman, and Whitesboro.",moveplnr-2026-05-29-companies-batch3000-1,0,1,0,catchall_only,info@adlermovingco.com,2026-05-29,info@adlermovingco.com,catch_all,deliverable,done
citywidemoving.com,General Moving Companies in US / CA,has_public,Citywide Moving Systems,Citywide Moving Systems,yes,CONSUMER_SERVICES:0.99,"B2B:0.9, B2C:0.96",102,,1-10M,11-50,2016-11-13,Lake Park,NC,US,+17048417001,info@citywidemoving.com,"Paint Applicators is a service that specializes in electrostatic painting for metal surfaces, particularly in commercial spaces. Their main functionality includes applying paint through an electrostatic charge to ensure smooth and durable finishes while minimizing waste and labor costs. Key features include the use of environmentally friendly materials like EPDE-Clima and UV rays, which are used by over 100% of clients across various industries, including retail, hospitality, construction, and e",moveplnr-2026-05-29-companies-batch3000-1,0,1,0,catchall_only,info@citywidemoving.com,2026-05-29,info@citywidemoving.com,catch_all,deliverable,done
arrangeforit.com,General Moving Companies in US / CA,has_public,Arrange For It,Arrange For It,partial,CONSUMER_SERVICES:1.0,"B2B:0.78, B2C:0.87",192,,<1M,1-10,2018-03-09,Boston,MA,US,+16172977763,getorganizedtoday@arrangeforit.com,"Arrange For It Organizing offers decluttering, organizing, and packing services for busy professionals moving. The process involves evaluating belongings, sorting them to organize items like paper and furniture, and setting up systems for easy access to essential resources. Clients can choose from various packages that include specialized cleaning, storage solutions, and custom labels, with options for hourly or daily service. The company focuses on creating a stress-free move-free environment w",moveplnr-2026-05-29-companies-batch3000-1,0,1,0,catchall_only,getorganizedtoday@arrangeforit.com,2026-05-29,getorganizedtoday@arrangeforit.com,catch_all,deliverable,done
