query_name,segment,Domain,Name,company_clean,icp_fit,industry_groups,business_model,Score,similarity,revenue_range,employees,start_date,City,State,Country,phones,public_emails,description,batch_id,emails_ok_count,emails_catchall_count,contacts_with_ok,reachable_status,ingested_at,Company,Title,Seniority,Department,Email,Verified,Phone,Social,Connections,_sheet_id,✨ ICP Fit,Similarity,Industry Groups,Employees,Start Date,Street,Zip,Redirect Domain,Description,Keywords,Update Date,source_sheet
General Moving Companies in US / CA,no_contacts,texasmovepros.com,The Move Pros,The Move Pros,yes,CONSUMER_SERVICES:1.0,B2C:0.98,122,,1-10M,1-10,2020-07-24,Mckinney,TX,US,+12149911295,info@texasmovepros.com,"The Move Pros is a family-owned moving company based in McKinney, Texas, serving Collin County and surrounding areas for over 35 years. They provide a range of relocation services including packing, cleaning, storage, and donation assistance. Customers can request free quotes online and receive personalized support throughout the moving process, ensuring a smooth experience from prepping to the move. The Move Pros also offers resources such as moving tips and customer reviews to help clients mak",moveplnr-2026-05-29-companies-batch3000-1,1,0,0,public_ok,2026-05-29,,,,,,,,,,,,,,,,,,,,,,05-29
General Moving Companies in US / CA,no_contacts,tailoredorganizing.com,Tailored Organizing,Tailored Organizing,partial,CONSUMER_SERVICES:1.0,"B2B:0.62, B2C:0.94",99,,<1M,1-10,2020-03-20,Salem,OR,US,+13602204897,hello@tailoredorganizing.com,"Tailored Organizing is a professional organizing service based in Salem, Oregon, that helps clients declutter and organize their homes or offices. The main functionality includes hands-on decluttering, unpacking, and setting up organized spaces for moving within the home. Key features include personalized organizer consultations, a focus on creating functional and beautiful layouts, and a commitment to confidentiality and client satisfaction throughout the process. Clients can book appointments",moveplnr-2026-05-29-companies-batch3000-1,1,0,0,public_ok,2026-05-29,,,,,,,,,,,,,,,,,,,,,,05-29
General Moving Companies in US / CA,no_contacts,arpinri.com,Arpin RI Moving & Storage,Arpin RI Moving & Storage,yes,CONSUMER_SERVICES:1.0,"B2B:0.8, B2C:0.94",96,,10-100M,11-50,2018-09-14,West Warwick,RI,US,+14018256600,,"Arpin RI is a moving company that offers residential and commercial moving services in Rhode Island. They provide a range of services including local, long-distance, office relocations, senior moving, and storage solutions. Key features include personalized packing assistance, white-glove service, and a commitment to transparent pricing without hidden fees. Arpin RI also emphasizes customer satisfaction with a focus on efficient and professional moving processes.",moveplnr-2026-05-29-companies-batch3000-1,0,0,0,unreachable,2026-05-29,,,,,,,,,,,,,,,,,,,,,,05-29
General Moving Companies in US / CA,no_contacts,movinonmovers.com,Movin' On Movers,Movin' On Movers,yes,CONSUMER_SERVICES:1.0,"B2B:0.82, B2C:0.98",131,,1-10M,11-50,2020-04-03,Fuquay-Varina,NC,US,+19193628355,info@movinonmovers.com,"Movin' On Movers is a moving company based in Fuquay-Varina and Apex, NC, specializing in residential and commercial relocation services. They offer a range of services including local moving, long-distance moving, and secure storage options. The company employs trained professionals to assist with all aspects of the moving process, ensuring professional service and customer satisfaction throughout the move. With nearly 40 years of experience, they provide flexible scheduling and reliable suppor",moveplnr-2026-05-29-companies-batch3000-1,1,0,0,public_ok,2026-05-29,,,,,,,,,,,,,,,,,,,,,,05-29
General Moving Companies in US / CA,no_contacts,finishlinemovers.com,Finish Line Movers and Storage,Finish Line Movers and Storage,yes,CONSUMER_SERVICES:1.0,"B2B:0.9, B2C:0.95",35,,1-10M,11-50,2018-08-07,Meriden,CT,US,"+14457755294, +14752536008, +14757755294",info@finishlinemovers.com,"Finish Line Movers is a moving company that offers professional moving services for household, apartment, and office moves. Their main functionalities include renting vehicles with long-term rentals, providing packing and unpacking services, and offering free moving supplies such as blankets and shrink wrap. They also provide specialized services like furniture disassembly and assembly upon request, along with basic insurance options and tax-free payment processing. Clients can obtain quotes onl",moveplnr-2026-05-29-companies-batch3000-1,1,0,0,public_ok,2026-05-29,,,,,,,,,,,,,,,,,,,,,,05-29
General Moving Companies in US / CA,no_contacts,movingmarvelz.com,Moving Marvelz,Moving Marvelz,yes,CONSUMER_SERVICES:0.98,"B2B:0.99, B2C:0.97",51,,1-10M,1-10,2023-04-10,Lake Zurich,IL,US,+12246663691,,"Moving Marvelz is a moving and junk removal service based in Lake Zurich, Illinois. They offer a range of services including local moves, junk removal, commercial cleanouts, and emergency cleanup for homes and businesses. The company is fully licensed and insured, providing same-day service with upfront pricing and no hidden fees, as well as eco-friendly practices like donating or recycling items. Their team has over three years of experience and aims to deliver professional care and reliable as",moveplnr-2026-05-29-companies-batch3000-1,0,0,0,unreachable,2026-05-29,,,,,,,,,,,,,,,,,,,,,,05-29
General Moving Companies in US / CA,no_contacts,simplifybuffalo.com,Simplify Buffalo,Simplify Buffalo,partial,CONSUMER_SERVICES:1.0,B2C:0.93,55,,<1M,1-10,2020-08-04,Buffalo,NY,US,+17162180138,,"Simplify Buffalo is a professional home organization service that helps clients declutter and create effective organizational systems. The company offers services such as photo organizing, moving assistance, and senior downsizing to simplify the decluttering process for families. They focus on making decluttering decisions efficiently, donating items to local organizations, and providing personalized support throughout the organizing journey. Additionally, they offer a free before-after how-to g",moveplnr-2026-05-29-companies-batch3000-1,0,0,0,unreachable,2026-05-29,,,,,,,,,,,,,,,,,,,,,,05-29
General Moving Companies in US / CA,no_contacts,gmhaulers.com,G&M Haulers,G&M Haulers,yes,CONSUMER_SERVICES:1.0,"B2B:0.98, B2C:0.95",102,,1-10M,1-10,2019-01-14,Bryan,TX,US,"+19796122084, +19793142454, +19796122686",,"G & M Haulers is a moving company based in Bryan, TX, specializing in Aggie (family-oriented) moves. They offer services for various types of relocation, including student moving, apartment relocations, commercial moving, and antique moves. The company provides on-site packing and unpacking assistance, as well as delivery services, transport, and storage solutions. Established in 2007, G&M Hauler emphasizes customer service and reliable support throughout the moving process.",moveplnr-2026-05-29-companies-batch3000-1,0,0,0,unreachable,2026-05-29,,,,,,,,,,,,,,,,,,,,,,05-29
General Moving Companies in US / CA,no_contacts,bestinbrowardmovers.com,Best in Broward Movers,Best in Broward Movers,yes,CONSUMER_SERVICES:1.0,"B2B:0.98, B2C:0.93",135,,1-10M,11-50,2017-12-21,Miami,FL,US,+19545011225,,"Best in Broward Movers is a moving service provider based in South Florida, specializing in local and long-distance moves. They offer packing, storage, and delivery services for both residential and commercial clients. The company emphasizes customer satisfaction with transparent pricing, ensuring that all costs are included in the moving process, and they utilize modern equipment to ensure efficient and reliable service. Their team of skilled professionals handles everything from packing and de",moveplnr-2026-05-29-companies-batch3000-1,0,0,0,unreachable,2026-05-29,,,,,,,,,,,,,,,,,,,,,,05-29
General Moving Companies in US / CA,no_contacts,universitysummerstorage.com,University Summer Storage,University Summer Storage,yes,CONSUMER_SERVICES:1.0,B2C:0.98,73,,1-10M,1-10,2019-12-19,Mobile,AL,US,+12512590205,store2491@theupsstore.com,"University Summer Storage is a service that assists college students with their move-in, move-out, and secure storage needs during the summer. The company offers boxes, tape, and storage solutions, as well as scheduled pick-up and delivery of belongings at their facility in Mobile, Alabama. They provide professional staff who assist families throughout the moving process, ensuring a hassle-free experience for students while helping them transition to campus.",moveplnr-2026-05-29-companies-batch3000-1,0,0,0,unreachable,2026-05-29,,,,,,,,,,,,,,,,,,,,,,05-29
General Moving Companies in US / CA,no_contacts,cindywezenbeek.com,CW Organizing Services,CW Organizing Services,partial,CONSUMER_SERVICES:0.96,"B2B:0.56, B2C:0.94",98,,<1M,1-10,2020-03-09,Halifax,NS,CA,"+19024409747, +19024499747",info@cindywezenbeek.com,"CW Organizing Services is a professional organizing company that assists individuals and families in decluttering, downsizing, moving, and real estate management. The service offers virtual organizing options to help clients streamline their workflows and improve productivity. Key features include personalized organization plans, assistance with moving processes, meal planning, and teaching family organizational skills. Cindy Wezenbeek has over 30 years of experience and provides tailored organi",moveplnr-2026-05-29-companies-batch3000-1,1,0,0,public_ok,2026-05-29,,,,,,,,,,,,,,,,,,,,,,05-29
General Moving Companies in US / CA,no_contacts,beblessedmovers.com,Be Blessed Movers,Be Blessed Movers,yes,CONSUMER_SERVICES:1.0,B2C:0.95,47,,1-10M,11-50,2022-11-13,Chicago,IL,US,+17084739220,info@beblessedmovers.com,"Be Blessed Movers is a family-owned moving company serving the Chicagoland and Northwest Illinois area. They offer professional moving services with a focus on customer satisfaction, reliable support for various relocation needs, and reasonable pricing based on the number of movers and belongings. The company emphasizes quality service and has a team of experienced professionals dedicated to helping clients navigate their moves effectively.",moveplnr-2026-05-29-companies-batch3000-1,0,1,0,catchall_only,2026-05-29,,,,,,,,,,,,,,,,,,,,,,05-29
General Moving Companies in US / CA,no_contacts,packsenmoving.com,Packsen Moving,Packsen Moving,yes,CONSUMER_SERVICES:1.0,"B2B:0.94, B2C:0.81, B2G:0.91",51,,1-10M,11-50,2024-05-02,Falls Church,VA,US,"+15714571537, +12012994625, +12102545176",info@packsenmoving.com,"Packsen Moving is a moving company based in San Antonio, Texas, offering a range of relocation services for both residential and commercial moves. Their main functionalities include local, long-distance, full-service, and last-minute moving solutions, as well as packing, unpacking, and furniture assembly. The team consists of experienced movers who utilize advanced moving equipment to ensure safe handling of heavy items and other belongings, ensuring a smooth move experience for clients. They al",moveplnr-2026-05-29-companies-batch3000-1,0,0,0,unreachable,2026-05-29,,,,,,,,,,,,,,,,,,,,,,05-29
General Moving Companies in US / CA,no_contacts,fechmovingcompany.com,FECH Moving & Cleaning Company,FECH Moving & Cleaning Company,yes,CONSUMER_SERVICES:0.99,"B2B:0.97, B2C:0.95",54,,1-10M,1-10,2020-03-07,Washington,DC,US,"+13019006637, +18006555659",info@fechco.com,"FECH Moving & Cleaning Company provides moving, cleaning, and eviction services for both residential and commercial clients in Maryland, District of Columbia, Virginia, and New York. Their main functionality includes handling all aspects of the move, from packing and transportation to deep cleaning and safe renovations. Key features include a fully insured and bonded service, personalized packages tailored to client needs, and a focus on safety and customer satisfaction throughout the relocation",moveplnr-2026-05-29-companies-batch3000-1,0,0,0,unreachable,2026-05-29,,,,,,,,,,,,,,,,,,,,,,05-29
General Moving Companies in US / CA,no_contacts,amyjoymistal.com,SOUL EASE Organizing,SOUL EASE Organizing,partial,CONSUMER_SERVICES:1.0,B2C:0.95,102,,<1M,1-10,2021-03-26,Victoria,BC,CA,,,"SOLL EASE Organizing offers professional organizing and decluttering services in Victoria, BC, tailored for individuals and families. The main functionality includes decluttering and organization homes to improve space clarity, reduce stress, and enhance overall living environments. Key services also encompass relocation support, vacation home management, downsizing, postpartum doula assistance, and custom furniture design. Clients can book consultations to discuss their specific needs and recei",moveplnr-2026-05-29-companies-batch3000-1,0,0,0,unreachable,2026-05-29,,,,,,,,,,,,,,,,,,,,,,05-29
General Moving Companies in US / CA,no_contacts,streamlinedco.com,Streamlined Living Colorado LLC,Streamlined Living Colorado,partial,CONSUMER_SERVICES:1.0,"B2B:0.62, B2C:0.86",272,,<1M,1-10,2016-10-16,Denver,CO,US,+13035012496,meghan@streamlinedco.com,"Streamlined Living Colorado (SLCO) is a professional organizing service based in Denver, Colorado. They assist busy professionals and families with decluttering, moving, and organizing various spaces such as closets, kitchens, and offices. SLCO creates personalized systems to improve home organization, provides packing assistance for moves, and offers specialized services like VRBO and Airbnb setup. Additionally, they offer a range of organizing products, including stackable bins and shelf divid",moveplnr-2026-05-29-companies-batch3000-1,1,0,0,public_ok,2026-05-29,,,,,,,,,,,,,,,,,,,,,,05-29
